tourist_name,tourist_country,topic,reviews,visit_date,tourist_type,reviewed_place
Maksim B,"London, UK",The highlight when in Sossusvlei,"Climbing the Big Daddy Dune was a much bigger challenge than we had thought. Not sure if due to the tequila the night before or due to the fact that the sand was feeling so soft versus climbing a normal mountain, but it was exhausting. Still once you are up there, the view is mesmerising! It is worth every single effort.Then you get rewarded with having a really fun going downhill, being in sand up till your knees and finishing at the Deadvlei. An important tip is: start climbing it as early as possible, this will give you time to enjoy also Deadvlei without having the heatwave of the pre-noon and noon hours frying you.",28-Nov-21,Friends,Okaukuejo waterhole
Maksim B,"London, UK",Elephants!,"You want to see elephants? Well, Okaukuejo waterhole is the place. Seeing a herd of 30+ elephants approaching happily the waterhole, drinking, taking a mud bath and enjoying life is amazing! On top of that you could see some other animals there and generally visiting this waterhole is always a guarantee for a top notch experience!",7-Nov-21,Couples,Epupa Falls
malahide388,"Dublin, Ireland",Namibia Trip September 2016,I booked a tour with Namibia Tours and Safaris. Bianca was our contact. We had many emails back and forward so we could plan what we wanted. I have to say the service was excellent . I am delighted we booked with this company. They live up to what they promised . The Lodges were all great as was the food and service. Highly recommended .,13-Oct-16,Friends,Spitzkoppe
Malawi,Malawi,Great place to stay,CCF is one of the best conservation organisations in Africa - and one of the best places to visit as a tourist.  You can see cheetahs in their natural habitat and learn how CCF is helping ensure their survival.  The accommodation is of the highest quality and the staff professional and friendly.  Go!,3-Oct-18,Friends,Desert Explores
Malone,"Malone, WI",Preserving the cheetahs,The people at the place seemed to be very knowledgeable and had lots of information to share with us. There are a couple of activities to choose from depending on the amount of time you have to spend at the facility. Well-worth a visit!,21-Oct-12,Friends,Namib Desert
MamaAyinde,"Stanford, CA",Just an excellent tour operator,"Namibia Tours and Safaris organized an excellent trip to Namibia for my family of 4 (two parents and 2 teenaged boys).  We had limited time, but were able to cover the highlights of Namibia in 8 days. We were very happy with our accommodations, and feel we really hit the jackpot with our exceptional guide, Henk. He was very knowledgeable about the places we visited, a good driver, polite, professionalâall the basics you would expect from a professional guide.  But he was so much moreso, as well as being excellent company. (We did a one-day tour in Cape Town after leaving Namibia, and we were thanking our lucky stars that we had Henk for the Namibia and the other tour guide for just a day.)  I cannot say enough about Bianca, our tour consultant. She addressed every question or concern, and I almost feel bad about the number of changes we made before getting to the final itinerary. But in the end, we were delighted by our trip.  When my husband was delayed a few days and had to join the rest of us mid-trip, Bianca helped coordinate getting him to meet with us.  When his luggage was then lost on the way to Namibia (of course), Bianca helped expedite the delivery to us before we moved on to our next stop. I cannot say enough about the excellent service we received.  I very highly recommend Namibia Tours and Safaris.",7-Aug-17,Family,Okaukuejo waterhole
MamaAyinde,"Stanford, CA",Kids loved this,"My husband I I climbed the dune next to Big Daddy, since we heard it would take an hour and a half to climb Big Daddy itself.  Actually, our children climbed Big Daddy in 35 minutes, and ran down, and had a blast. My husband and I climbed the dune that attached to Big Daddy, but indirectly. It was getting hot by the time we reached the connection point, so we declared victory after our hour or so climb, jogged down, and joined our kids at DeadVlei.  It was a wonderful experience, but you need to arrive as early as possible, because it gets hot at noon, even in winter.",7-Aug-17,Family,Dune 45
MamaAyinde,"Stanford, CA",Not to be missed,"Although the area seems to be known generically as Sossulvlei, it's this small area with dead fossilized trees set inside the dunes that is actually Deadvlei that's the main attraction here. It's unlike anything else you've ever seen, and well worth the outing.",7-Aug-17,Family,Daan Viljoen Nature Reserve
MamCandig,"Brest, France","Simply beautiful, perfect for photographers",Gorgeous desert with petrified trees! A real heaven for photographers (amateurs or pro).There is a 3-km walk to approach Deadvlei (can be done by car if you hire a local driver) and then there is a 45-min walk in the desert to reach Deadvlei (can be a bit exhausting as parts of the walk includes walking in the sand). Therefore I would recommend going there early in the morning or late in the afternoon (and not at noon like we need as it is scorching hot).,28-Dec-14,Friends,Namutoni
Manchester,Manchester UK,Very very enjoyable and educational,"We spent half a day here and learnt so much. We were given a tour of the education buildings which included a history room, learning area and animal hospital and veterinary centre as well as spending some time in the animal enclosures. It was explained how the idea is to rescue cats and allow them to get to the stage where they can be released back into the wild. This is not always possible and occasionally they keep the cats in a safe enclosure to live out their livesQuite amazing work and dedication. Very very impressed",6-Jul-14,Friends,Dune 7
Mandeville1322,"Cambridge, UK",The best...,Stunning location and all hours visits an ideal place to spend down time from the drives in the Park with no effort.,24-Sep-18,Family,Okaukuejo waterhole
ManeriTrips,"Calgary, Canada","Great trip, beautiful country","As an extremely well-travelled adult family (mom+dad, children 20's), we thought the trip was excellent, well organized and with comfortable accommodation. We asked for a few changes to the 10 Day Namibia Top Attractions tour, and Marta was able to satisfy our odd requests. Philip, our guide, was knowledgeable, able to explain the culture and history, funny, a careful driver, and patiently allowed us to stop for pictures as long as we thought necessary.The lodges and tent camps were clean and comfortable, and often in stunningly beautiful locations. Food was generally pretty good - though vegetarians should be aware that there isn't a lot of choice!The 10 day tour covers a lot of ground, on rough roads, and has two days that are essentially long drives - if there was one change that we thought would be worthwhile, it would be to minimize the drive time, and perhaps spend more time in Etosha.I recommend Wild Wind Safaris to anyone wanting a great trip!",6-Feb-16,Family,Okaukuejo waterhole
